product_link,product_name,product_description,product_price,product_id,product_category
https://www.nuuly.com/rent/products/nueve-vegan-leather-biker-jacket?color=021,Nueve Vegan Leather Biker Jacket,"Australian-based fashion house Lioness delivers head-turning, luxury-inspired product designed for fierce and fearless women who dress the way they feel. Think body-hugging minis, daring crop tops and power blazers for pieces that match your unparalleled confidence.",129,d8ed6fae-4868-489a-8048-4ea5b6b798b1,jacket
https://www.nuuly.com/rent/products/flawless-shaped-jacket?color=001,Flawless Shaped Jacket,"Gathering inspiration from the past and interpreting it for the present in a unique way is at the heart of the Free People aesthetic. Exclusive washes and distressing paired with feminine details like hand-stitching and contrast lace give each style its coveted, creative edge.",248,7773e12b-ce7e-47a7-b7c5-cea0a6cf8da7,jacket
https://www.nuuly.com/rent/products/mixed-media-turtleneck-cable-sweater?color=030,Mixed Media Turtleneck Cable Sweater,"The thoughtfully designed pieces from Anthropologie surprise, delight and tell stories—of a collaborative, inventive community of women savoring every adventure and seeking beauty wherever they go.",118,a1a17a58-1ff0-4744-bdc5-1a0a62256c2d,sweater
https://www.nuuly.com/rent/products/santa-monica-vest2?color=066,Santa Monica Vest,"Gathering inspiration from the past and interpreting it for the present in a unique way is at the heart of the Free People aesthetic. Exclusive washes and distressing paired with feminine details like hand-stitching and contrast lace give each style its coveted, creative edge.",68,5b670ffb-83d5-444f-a9ca-45fccd1d2362,vest2
https://www.nuuly.com/rent/products/cable-knit-puffer?color=224,Cable Knit Puffer,"Born from Manhattan’s edgy, effortless street style scene, [BLANKNYC] has offered endless iterations of cool-girl classics like distressed denim and timeless moto jackets since their launch in 2007. ",198,a3b7a806-b77e-4262-921d-c85c2d4d5139,puffer
https://www.nuuly.com/rent/products/ruched-long-sleeve-midi-dress?color=030,Ruched Long-Sleeve Midi Dress,"The thoughtfully designed pieces from Anthropologie surprise, delight and tell stories—of a collaborative, inventive community of women savoring every adventure and seeking beauty wherever they go.",168,025d0039-34de-4574-a62d-76ee1e5c2209,dress
https://www.nuuly.com/rent/products/ashley-turtleneck-pullover?color=024,Ashley Turtleneck Pullover,"Playful, edgy details make LA denim brand Pistola’s distressed looks, cut-offs and jean jackets anything but ordinary. ",168,49595f4f-11d6-4365-a2d2-0697b3a494dc,pullover
https://www.nuuly.com/rent/products/emma-sweetheart-lace-gown?color=031,Emma Sweetheart Lace Gown,"Since their Valentine's Day 2011 launch, BHLDN has become synonymous with modern-romantic looks for weddings and parties. Each piece is festive, fun to wear, and perfect for the occasion at hand. 
",298,9e68dae9-deb5-4a4b-a1b2-53e9df0d6ea2,gown
https://www.nuuly.com/rent/products/alexis-plaid-cardigan?color=001,Alexis Plaid Cardigan,"Adventurous and eclectic, Line + Dot’s vintage-inspired dresses, of-the-moment tops and unexpected knitwear embody confident ease. ",113,784b0c26-ed50-48da-a405-d7ec27722291,cardigan
https://www.nuuly.com/rent/products/rhapsody-asymmetrical-velvet-dress?color=030,Rhapsody Asymmetrical Velvet Dress,"Born from a beachside dream in 2014, this Australian brand weaves tales of wanderlust through its timeless closet essentials.",248,8fa8bebe-b917-40b3-81f5-3774c911a7ed,dress
https://www.nuuly.com/rent/products/sweet-escape-midi-dress?color=011,Sweet Escape Midi Dress,"Gathering inspiration from the past and interpreting it for the present in a unique way is at the heart of the Free People aesthetic. Exclusive washes and distressing paired with feminine details like hand-stitching and contrast lace give each style its coveted, creative edge.",198,f87f02e3-d7e5-4299-b9d1-d89c9c6078da,dress
https://www.nuuly.com/rent/products/martha-knit-cardigan?color=014,Martha Knit Cardigan,"Best known as an iconic footwear brand, Steve Madden has expanded their innovative designs to include trendy womenswear in simple, statement designs. ",109,e5596eff-87b0-4c6a-aca1-712c686a79fa,cardigan
https://www.nuuly.com/rent/products/katie-striped-coat?color=000,Katie Striped Coat,"Born in 2015 by East London designer Nina Hopkins, jakke was founded upon the belief that fashion-forward women should be able to buy confidently into ethical fashion. They've certainly stuck to that dream with their innovative collection of faux fur jackets—being awarded ""Best Faux Fur Brand"" and ""Best Wool Free Brand"" by PETA.",430,25e8bda1-d3a9-4399-ae7d-8ff5397b6d48,coat
https://www.nuuly.com/rent/products/pleated-structured-swing-tank?color=031,Pleated Structured Swing Tank,"Founded in Costa Rica, designed in Miami and developed in Italy, Mare Mare’s diverse collection of chic mini dresses, two-piece sets and cold shoulder tops feature bold prints, graphic lace and 3D detailing.",120,81f4e269-7b05-44cd-949c-0da849dab9f7,tank
https://www.nuuly.com/rent/products/cavalry-polarquilt-jacket?color=001,Cavalry Polarquilt Jacket,,290,fdcbd0c6-0bba-4c87-90f6-eb233983fe45,jacket
https://www.nuuly.com/rent/products/sawyer-hooded-pullover-sweater?color=015,Sawyer Hooded Pullover Sweater,"From denim done every-which-way to wear-on-the-outside intimates, Urban Outfitters takes on trends—then takes them to the next level.  ",79,9b8f9592-3b69-4c64-b2ea-55bef9f7fc25,sweater
https://www.nuuly.com/rent/products/saddle-knit-cardigan?color=001,Saddle Knit Cardigan,"This fashion-forward brand brings a fresh and playful twist to knitwear, offering a vibrant line crafted from sustainable cashmere. ",305,e42d3989-473a-46a8-a8a3-02caa9ea4220,cardigan
https://www.nuuly.com/rent/products/mock-neck-intarsia-sweater?color=069,Mock Neck Intarsia Sweater,"Only available to rent at Nuuly, Eloquii creates fashion-forward, size-inclusive garments in sizes 14–32. ",80,fcc3dbb6-fc89-4e5d-86d3-f880e2add556,sweater
https://www.nuuly.com/rent/products/night-rhythm-lace-bodysuit?color=001,Night Rhythm Lace Bodysuit,"For lounging, dressing up, dressing down or simply being at home, Free People's Intimately does staying-in basics with a bohemian twist. Look for sleek bodysuits, relaxed dusters and wide-leg loungers for your best days doing absolutely nothing.",78,d3ce8a22-2a47-4680-84e3-4e0d266eaefc,bodysuit
https://www.nuuly.com/rent/products/high-rise-crochet-shorts?color=000,High-Rise Crochet Shorts,Brazilian designer Cecilia Prado creates contemporary pieces that feature captivating prints and patterns. Keep an eye out for light knitwear enriched by handmade embroidery as delicate as the cross stitch. Mixing a vintage mood with contemporary shapes and colors Cecilia's creations are fit for summers as well as mild winters.,98,b0f22084-a498-4c1b-a321-162e924a1bb8,shorts
https://www.nuuly.com/rent/products/juniper-patterned-sweater?color=000,Juniper Patterned Sweater,"Callahan's knitwear gives us LA vibes—easy tops and laidback dresses that are as comfortable as they are California-cool, thanks to the textures, materials, and techniques the brand has spent years perfecting. ",158,4e16704b-d51c-4e6f-ad15-00868f1f7f5b,sweater
https://www.nuuly.com/rent/products/take-it-away-bodysuit?color=021,Take It Away Bodysuit,"Gathering inspiration from the past and interpreting it for the present in a unique way is at the heart of the Free People aesthetic. Exclusive washes and distressing paired with feminine details like hand-stitching and contrast lace give each style its coveted, creative edge.",68,076d6af8-6d3c-4026-b1d7-cf94b49dcec5,bodysuit
https://www.nuuly.com/rent/products/the-marais-printed-chiffon-maxi-dress2?color=000,The Marais Printed Chiffon Maxi Dress,"The thoughtfully designed pieces from Anthropologie surprise, delight and tell stories—of a collaborative, inventive community of women savoring every adventure and seeking beauty wherever they go.",180,82de9899-8c3e-4735-87b3-0710468921fb,dress2
https://www.nuuly.com/rent/products/the-alani-oversized-cashmere-mock-neck-sweater?color=014,The Alani Oversized Cashmere Mock-Neck Sweater,"Anthropologie's exclusive collection of premium denim + everyday outfitting offers an expansive array of made-for-you pieces that are versatile, comfortable and inclusive of all sizes, styles and vibes.",158,088ebb8c-1b97-4ff1-be1b-5ec800f41721,sweater
https://www.nuuly.com/rent/products/borogodo-ski-pants?color=000,Borogodo Ski Pants,"What began as a handful of goods at a local fashion fair has grown into one of Brazil’s most recognizable labels for sun-soaked dressing. With vibrant colors, bold silhouettes and feminine details featured in every design, FARM Rio’s cheerful creations are both fashion-forward and vintage-inspired.",345,16636b76-c4cd-488f-85cd-a6fe0470ccc9,pants
https://www.nuuly.com/rent/products/borogodo-ski-jacket?color=000,Borogodo Ski Jacket,"What began as a handful of goods at a local fashion fair has grown into one of Brazil’s most recognizable labels for sun-soaked dressing. With vibrant colors, bold silhouettes and feminine details featured in every design, FARM Rio’s cheerful creations are both fashion-forward and vintage-inspired.",465,e0a1a9b6-beaf-4620-8761-3039f2db1da6,jacket
https://www.nuuly.com/rent/products/wide-leg-faux-suede-jumpsuit?color=220,Wide Leg Faux Suede Jumpsuit,"Only available to rent at Nuuly, Eloquii creates fashion-forward, size-inclusive garments in sizes 14–32. ",140,dc33f109-84cf-4a1e-924a-96e0dff03439,jumpsuit
https://www.nuuly.com/rent/products/nightingale-cardigan?color=001,Nightingale Cardigan,"This ultra slouchy and oversized knit cardi is the perfect throw on-and-go essential for an easy, effortless look.",108,812eeed0-6a11-4e27-b2b3-30e92cdefef4,cardigan
https://www.nuuly.com/rent/products/nueve-vegan-leather-biker-jacket?color=000,Nueve Vegan Leather Biker Jacket,"Australian-based fashion house Lioness delivers head-turning, luxury-inspired product designed for fierce and fearless women who dress the way they feel. Think body-hugging minis, daring crop tops and power blazers for pieces that match your unparalleled confidence.",129,ebddc3e3-42f9-4bfb-b798-2a4e117155fb,jacket
https://www.nuuly.com/rent/products/denim-shell-tank?color=091,Denim Shell Tank,"Anthropologie's exclusive collection of premium denim + everyday outfitting offers an expansive array of made-for-you pieces that are versatile, comfortable and inclusive of all sizes, styles and vibes.",88,166aad88-f821-4bc2-bb65-fcc95285f827,tank
https://www.nuuly.com/rent/products/vegan-leather-kick-flare-pants?color=030,Vegan Leather Kick-Flare Pants,"Meaning ""with the girls"" in French, Avec Les Filles combines playful sophistication with aspirational design to create feminine pieces featuring moody florals and modern details. ",138,35acd658-9679-4c59-8cee-0a133ed45ae1,pants
https://www.nuuly.com/rent/products/jessilyn-mini-dress?color=053,Jessilyn Mini Dress,"Hand-dyed fabrics, intricate lace and vintage-inspired floral prints highlight the soft-yet-strong femininity of LoveShackFancy. After designing the ideal bridesmaid dresses for her own wedding, founder Rebecca Hessel Cohen began a collection of ethereal dresses inspired by her travels. ",495,a9526a09-edb9-45ed-988c-89ec06ed6629,dress
https://www.nuuly.com/rent/products/the-bettina-tiered-shirt-dress?color=002,The Bettina Tiered Shirt Dress,"The name ""Maeve"" references a purple flower, a Greek goddess and a famously beautiful Irish warrior queen, all inspirations for this structured, delicate Exclusive to Anthropologie, Maeve designs are refined, flattering and endlessly wearable.",148,e98c847d-1288-4f6b-b208-25fab929fdaf,dress
https://www.nuuly.com/rent/products/chore-hooded-snow-jacket?color=050,Chore Hooded Snow Jacket,"Headquartered in Portland, Oregon, Airblaster specializes in high-performance snowgear crafted with shredding slopes and living it up outdoors in mind. ",250,b33e39d1-53b0-4cfb-b65c-c909b4681eb5,jacket
https://www.nuuly.com/rent/products/celeste-wide-leg-jumpsuit?color=072,Celeste Wide Leg Jumpsuit,,288,c7ba21cc-972e-4a36-bd8c-0ed25fe2264a,jumpsuit
https://www.nuuly.com/rent/products/pocket-pullover-sweater?color=001,Pocket Pullover Sweater,"The thoughtfully designed pieces from Anthropologie surprise, delight and tell stories—of a collaborative, inventive community of women savoring every adventure and seeking beauty wherever they go.",128,c8ce3cb7-6503-4e4f-926f-7177e75aeada,sweater
https://www.nuuly.com/rent/products/the-bettina-tiered-shirt-dress?color=044,The Bettina Tiered Shirt Dress,"The name ""Maeve"" references a purple flower, a Greek goddess and a famously beautiful Irish warrior queen, all inspirations for this structured, delicate Exclusive to Anthropologie, Maeve designs are refined, flattering and endlessly wearable.",148,4c530ff9-54cf-4159-adb3-a2dfb7bb20a0,dress
https://www.nuuly.com/rent/products/mock-neck-colorblock-ruffle-dress?color=266,Mock-Neck Colorblock Ruffle Dress,,248,b025a372-5f0b-4c86-b892-ed854a044dd2,dress
https://www.nuuly.com/rent/products/lilly-turtleneck-dress?color=060,Lilly Turtleneck Dress,"Bold and humorous prints meet vintage-inspired yet wearable silhouettes in Rachel Antonoff's collection of playful frocks, blouses and jumpsuits. If you're trying to make a statement with your clothes, look no further—with these pieces you ARE the statement. ",278,a3781198-4c77-4f1f-87b9-7d193353a6ca,dress
https://www.nuuly.com/rent/products/nuray-denim-shirtdress?color=047,Nuray Denim Shirtdress,"Gathering inspiration from the past and interpreting it for the present in a unique way is at the heart of the Free People aesthetic. Exclusive washes and distressing paired with feminine details like hand-stitching and contrast lace give each style its coveted, creative edge.",148,e835ba25-0531-452c-bba1-5c97d7a2d27b,shirtdress
https://www.nuuly.com/rent/products/riveria-maxi-dress?color=004,Riveria Maxi Dress,"Gathering inspiration from the past and interpreting it for the present in a unique way is at the heart of the Free People aesthetic. Exclusive washes and distressing paired with feminine details like hand-stitching and contrast lace give each style its coveted, creative edge.",350,b7a82c78-5d0e-4c9c-907e-22c81bf07aa6,dress
https://www.nuuly.com/rent/products/trista-knit-sweater?color=008,Trista Knit Sweater,"Fierce, feminine independence defines the collections from Vero Moda—think chique longline blazers, throw-on-and-go dresses and elevated basics (hello, faux leather).",62,a6c7a0eb-5910-4d55-871a-87a34f5cbdf0,sweater
https://www.nuuly.com/rent/products/oversized-plaid-pullover?color=014,Oversized Plaid Pullover,"SÆMDI, a female-founded brand from Paris, takes its name from the French word for Saturday. Their mission? Create high-end ""Saturday wear"" for everyday—using ethical production practices, comfortable + versatile fabrics, and designs that flatter all bodies. Is it SÆMDI yet?",130,3600eba8-cc09-4fec-bd25-80002930ac83,pullover
https://www.nuuly.com/rent/products/twist-off-the-shoulder-top?color=040,Twist Off-The-Shoulder Top,,88,15fe82b9-0a13-48fa-9ace-dbb46433becf,top
https://www.nuuly.com/rent/products/freya-poplin-tunic?color=001,Freya Poplin Tunic,"Perfectly distressed, all-American styles are the backbone of this Free People collection, encompassing denim, tees, dresses and more.        ",128,dbf5f79a-fed8-4be8-8e86-35a2f6a3b631,tunic
https://www.nuuly.com/rent/products/mock-neck-sequin-shell-tank?color=053,Mock-Neck Sequin Shell Tank,"The thoughtfully designed pieces from Anthropologie surprise, delight and tell stories—of a collaborative, inventive community of women savoring every adventure and seeking beauty wherever they go.",98,c23ac25c-d617-4486-992b-0a2885aebe11,tank
https://www.nuuly.com/rent/products/mother-of-pearl-sweater?color=054,Mother Of Pearl Sweater,"Adventurous and eclectic, Line + Dot’s vintage-inspired dresses, of-the-moment tops and unexpected knitwear embody confident ease. ",134,8e5ebf3b-8f25-47b7-9de4-612d0f663fbe,sweater
https://www.nuuly.com/rent/products/the-renata-knit-top?color=015,The Renata Knit Top,"Aussie brand Sancia's elegantly easy-breezy pieces are handcrafted from natural, sustainably-minded materials like viscose, Tencel and linen.",129,a1635bf9-7c30-4465-b932-ba913eefb0af,top
https://www.nuuly.com/rent/products/charmaine-metallic-mini-dress?color=065,Charmaine Metallic Mini Dress,"Run by an all-women team in NYC, SAYLOR’s East-meets-West Coast collection offers something for everyone with its array of prints, textures and sustainably produced fabrics. ",242,d389bac2-ea4d-4e6c-a235-369824965133,dress
https://www.nuuly.com/rent/products/v-waist-bike-shorts?color=048,V-Waist Bike Shorts,"Female-led and L.A.-based, Year of Ours makes sportswear that pays homage to the bold, utilitarian aesthetic of classic American athleticwear. Think high-waist leggings, hoodies and loungewear that can take you from pilates to dinner out with friends.",120,9a19e14e-c659-43cb-b42e-aba5f18e9526,shorts
https://www.nuuly.com/rent/products/houndstooth-printed-jacket?color=014,Houndstooth Printed Jacket,"In 2004, LA-based creative director Jodie Dolan founded her eponymous collection of sophisticated boho essentials inspired by her eclectic travel finds. Through sourcing responsibly-produced textiles and partnering with skilled artisans, each of Dolan’s feminine, easy-to-wear pieces is imbued with handmade craftsmanship.",118,ebac0ba5-a0fd-4951-8412-c286f6396db6,jacket
https://www.nuuly.com/rent/products/mentone-sweater?color=061,Mentone Sweater,"Founded in 2015 by husband-and-wife team Lara and Ben Mead, Varley is an international, family-run brand, headquartered in LA and London. Rooted in movement, Varley exists to instill quiet confidence through timeless collections that are made to last.",148,04c31bbe-c547-4638-a49a-46c06d6e4ef0,sweater
